parameter,mean,sd,q05,q95,rhat,ess
"beta[154,4]",-0.097,0.046,-0.172,-0.021,1,8635
"beta[155,4]",-0.008,0.048,-0.086,0.072,1,7400
"beta[156,4]",-0.042,0.053,-0.129,0.044,1,7739
"beta[157,4]",0.028,0.072,-0.087,0.148,1,7515
"beta[158,4]",-0.067,0.058,-0.163,0.029,1,7701
"beta[159,4]",-0.031,0.069,-0.143,0.081,1,7617
"beta[160,4]",-0.019,0.051,-0.101,0.063,1.001,8452
"beta[161,4]",0.017,0.075,-0.105,0.144,1,6968
"beta[162,4]",-0,0.059,-0.095,0.097,1,8317
"beta[163,4]",-0.026,0.047,-0.102,0.051,1,7804
"beta[164,4]",-0.013,0.06,-0.108,0.089,1,8213
"beta[165,4]",0.024,0.051,-0.057,0.108,1,8543
"beta[166,4]",-0.239,0.05,-0.321,-0.159,1,7287
"beta[167,4]",-0.079,0.071,-0.196,0.036,1,8171
"beta[168,4]",-0.114,0.069,-0.227,0.002,1,7817
"beta[169,4]",-0.037,0.069,-0.15,0.075,1,7849
"beta[170,4]",-0.017,0.071,-0.132,0.1,1.001,7322
"beta[171,4]",-0.069,0.058,-0.164,0.027,1.001,8258
"beta[172,4]",0.061,0.07,-0.053,0.178,1.001,6085
"beta[173,4]",0.019,0.061,-0.082,0.119,1,8331
"beta[174,4]",-0.035,0.069,-0.148,0.077,1.001,7877
"beta[175,4]",-0.161,0.048,-0.24,-0.082,1,8246
"beta[176,4]",-0.053,0.048,-0.131,0.026,1,7435
"beta[177,4]",-0.013,0.047,-0.088,0.064,1,8741
"beta[178,4]",-0.047,0.05,-0.128,0.037,1,7915
"beta[179,4]",-0.013,0.047,-0.089,0.064,1,8300
"beta[180,4]",-0.019,0.07,-0.134,0.097,1,8128
"beta[181,4]",0.001,0.055,-0.092,0.091,1,8291
"beta[182,4]",0.052,0.057,-0.041,0.147,1.001,6871
"beta[183,4]",-0.023,0.048,-0.099,0.058,1,7970
"beta[184,4]",-0.032,0.053,-0.119,0.053,1.001,6632
"beta[185,4]",-0.065,0.048,-0.144,0.013,1,7588
"beta[186,4]",-0.089,0.048,-0.17,-0.011,1,7992
"beta[187,4]",-0.101,0.045,-0.175,-0.027,1,8640
"beta[188,4]",-0.028,0.053,-0.115,0.058,1,8058
"beta[189,4]",-0.123,0.058,-0.22,-0.03,1,8011
"beta[190,4]",-0.036,0.059,-0.129,0.064,1,7968
"beta[191,4]",-0.098,0.076,-0.22,0.029,1.002,7520
"beta[192,4]",-0.065,0.072,-0.181,0.053,1,7681
"beta[193,4]",-0.063,0.052,-0.148,0.021,1,8500
"beta[194,4]",-0.034,0.068,-0.148,0.076,1,7931
"beta[195,4]",-0.035,0.059,-0.129,0.064,1,8173
"beta[196,4]",-0.04,0.056,-0.132,0.055,1.001,8194
"beta[197,4]",-0.118,0.053,-0.206,-0.03,1,7981
"beta[198,4]",-0.247,0.051,-0.332,-0.164,1,5501
"beta[199,4]",-0.15,0.051,-0.234,-0.065,1,8892
"beta[200,4]",-0.139,0.081,-0.271,-0.002,1,8220
"beta[201,4]",-0.377,0.068,-0.493,-0.267,1,5819
"beta[202,4]",-0.133,0.049,-0.213,-0.052,1,8520
"beta[203,4]",-0.095,0.051,-0.179,-0.01,1.001,8481
"beta[204,4]",-0.085,0.075,-0.207,0.04,1,8169
"beta[205,4]",-0.199,0.085,-0.337,-0.059,1,7831
"beta[206,4]",-0.049,0.068,-0.161,0.064,1,8739
"beta[207,4]",-0.05,0.066,-0.16,0.058,1,8245
"beta[208,4]",-0.335,0.067,-0.447,-0.227,1,8206
"beta[209,4]",-0.075,0.06,-0.173,0.023,1,8132
"beta[210,4]",-0.093,0.066,-0.203,0.014,1,8471
"beta[211,4]",-0.129,0.068,-0.243,-0.019,1,7567
"beta[212,4]",-0.176,0.054,-0.266,-0.087,1,8713
"beta[213,4]",-0.136,0.083,-0.272,0.002,1,8248
"beta[214,4]",-0.182,0.077,-0.307,-0.055,1,8474
"beta[215,4]",-0.187,0.076,-0.314,-0.063,1,8454
"beta[216,4]",-0.238,0.051,-0.322,-0.154,1,8466
"beta[217,4]",-0.144,0.067,-0.252,-0.033,1.001,7701
"beta[218,4]",-0.235,0.069,-0.348,-0.126,1.001,7597
"beta[219,4]",-0.147,0.066,-0.255,-0.039,1,8437
"beta[220,4]",-0.143,0.068,-0.256,-0.03,1,8953
"beta[221,4]",-0.226,0.087,-0.369,-0.083,1,8151
"beta[222,4]",-0.201,0.064,-0.308,-0.097,1,8362
"beta[223,4]",-0.085,0.058,-0.181,0.011,1,8582
"beta[224,4]",-0.12,0.087,-0.265,0.024,1,8004
"beta[225,4]",0.017,0.054,-0.071,0.106,1,7259
"beta[226,4]",-0.203,0.063,-0.306,-0.1,1,7862
"beta[227,4]",-0.111,0.059,-0.209,-0.013,1.001,7494
"beta[228,4]",-0.183,0.076,-0.305,-0.057,1,8455
"beta[229,4]",-0.236,0.076,-0.36,-0.11,1,8320
"beta[230,4]",-0.272,0.077,-0.398,-0.144,1.001,7168
"beta[231,4]",-0.179,0.052,-0.264,-0.094,1,8157
"beta[232,4]",-0.224,0.051,-0.308,-0.14,1,8514
"beta[233,4]",-0.346,0.052,-0.432,-0.26,1,8817
"beta[234,4]",-0.071,0.051,-0.155,0.011,1,8076
"beta[235,4]",-0.253,0.065,-0.362,-0.145,1,8026
"beta[236,4]",-0.176,0.086,-0.32,-0.035,1,8493
"beta[237,4]",-0.029,0.066,-0.134,0.079,1,8035
"beta[238,4]",-0.351,0.076,-0.478,-0.228,1.001,7825
"beta[239,4]",-0.087,0.064,-0.192,0.02,1.001,8139
"beta[240,4]",-0.164,0.075,-0.286,-0.041,1,8324
"beta[241,4]",-0.255,0.076,-0.381,-0.132,1.001,7172
"beta[242,4]",-0.184,0.098,-0.344,-0.025,1,7550
"beta[243,4]",-0.292,0.083,-0.428,-0.157,1,8148
"beta[244,4]",-0.153,0.066,-0.26,-0.044,1,8457
"beta[245,4]",-0.063,0.088,-0.205,0.081,1,8153
"beta[246,4]",-0.087,0.067,-0.198,0.024,1.001,8546
"beta[247,4]",-0.035,0.065,-0.143,0.07,1,8229
"beta[248,4]",-0.177,0.069,-0.29,-0.064,1.001,6738
"beta[249,4]",-0.056,0.051,-0.142,0.029,1,8473
"beta[250,4]",-0.148,0.084,-0.288,-0.009,1,8106
"beta[251,4]",-0.215,0.082,-0.35,-0.081,1.001,7593
"beta[252,4]",-0.14,0.078,-0.265,-0.009,1,7970
"beta[253,4]",-0.318,0.076,-0.446,-0.193,1,8071
"beta[254,4]",-0.131,0.066,-0.238,-0.023,1,8372
"beta[255,4]",-0.393,0.06,-0.493,-0.297,1,8671
"beta[256,4]",-0.276,0.073,-0.4,-0.157,1,7897
"beta[257,4]",-0.401,0.079,-0.53,-0.275,1,7950
"beta[258,4]",-0.125,0.087,-0.264,0.02,1,8698
"beta[259,4]",-0.218,0.086,-0.359,-0.076,1,8213
"beta[260,4]",-0.051,0.076,-0.173,0.074,1,8429
"beta[261,4]",-0.248,0.082,-0.382,-0.114,1,8323
"beta[262,4]",-0.212,0.065,-0.318,-0.103,1,8231
"beta[263,4]",-0.344,0.062,-0.447,-0.244,1.001,7674
"beta[264,4]",-0.152,0.053,-0.24,-0.065,1,8570
"beta[265,4]",-0.179,0.069,-0.292,-0.066,1,8788
"beta[266,4]",-0.075,0.057,-0.169,0.018,1,8617
"beta[267,4]",-0.058,0.051,-0.143,0.026,1,7830
"beta[268,4]",-0.292,0.096,-0.453,-0.137,1,7665
"beta[269,4]",-0.06,0.078,-0.187,0.068,1,8049
"beta[270,4]",-0.165,0.089,-0.31,-0.019,1,7428
"beta[271,4]",-0.173,0.095,-0.326,-0.019,1,8264
"beta[272,4]",-0.079,0.069,-0.189,0.037,1,7533
"beta[273,4]",-0.354,0.066,-0.463,-0.243,1,7325
"beta[274,4]",-0.249,0.075,-0.373,-0.127,1,7726
"beta[275,4]",-0.274,0.088,-0.42,-0.132,1,7832
"beta[276,4]",-0.042,0.065,-0.15,0.062,1,7216
"beta[277,4]",-0.317,0.069,-0.431,-0.205,1,7110
"beta[278,4]",-0.25,0.05,-0.333,-0.168,1,7232
"beta[279,4]",-0.288,0.066,-0.397,-0.18,1,6868
"beta[280,4]",-0.348,0.085,-0.486,-0.209,1,8116
"beta[281,4]",-0.205,0.059,-0.303,-0.109,1,8828
"beta[282,4]",-0.14,0.085,-0.277,-0.001,1,8648
"beta[283,4]",-0.316,0.052,-0.403,-0.231,1,7479
"beta[284,4]",0.025,0.054,-0.063,0.113,1,8390
"beta[285,4]",-0.224,0.052,-0.308,-0.14,1,7413
"beta[286,4]",-0.147,0.05,-0.229,-0.065,1,8400
"beta[287,4]",-0.319,0.073,-0.443,-0.203,1.001,8316
"beta[288,4]",-0.162,0.077,-0.285,-0.033,1,8113
"beta[289,4]",-0.312,0.065,-0.42,-0.205,1,8642
"beta[290,4]",-0.172,0.057,-0.267,-0.079,1,8171
"beta[291,4]",-0.169,0.101,-0.334,-0.003,1,6815
"beta[292,4]",-0.149,0.076,-0.271,-0.025,1,8136
"beta[293,4]",-0.235,0.064,-0.341,-0.13,1,8904
"beta[294,4]",-0.262,0.087,-0.405,-0.12,1,8280
"beta[295,4]",-0.092,0.055,-0.183,-0.001,1,8679
"beta[296,4]",-0.243,0.069,-0.355,-0.13,1.002,8292
"beta[297,4]",-0.257,0.053,-0.344,-0.167,1,8183
"beta[298,4]",-0.062,0.054,-0.152,0.027,1,7718
"beta[299,4]",-0.129,0.051,-0.213,-0.046,1,8008
"beta[300,4]",-0.252,0.086,-0.391,-0.113,1,8384
"beta[301,4]",-0.257,0.098,-0.417,-0.095,1,7635
"beta[302,4]",-0.242,0.097,-0.401,-0.085,1,8010
"beta[303,4]",-0.047,0.065,-0.153,0.06,1,8471
"beta[304,4]",-0.205,0.059,-0.301,-0.108,1,7547
"beta[305,4]",-0.074,0.051,-0.157,0.011,1,9108
"beta[306,4]",-0.32,0.068,-0.432,-0.207,1,7969
"beta[307,4]",-0.185,0.086,-0.324,-0.042,1,7784
"beta[308,4]",-0.299,0.065,-0.406,-0.191,1,8188
"beta[309,4]",-0.333,0.051,-0.419,-0.249,1,8210
"beta[310,4]",-0.105,0.053,-0.191,-0.018,1,8521
"beta[311,4]",-0.268,0.053,-0.355,-0.182,1,7985
"beta[312,4]",-0.045,0.066,-0.151,0.064,1,8198
"beta[313,4]",-0.084,0.068,-0.197,0.026,1,8113
"beta[314,4]",-0.148,0.069,-0.261,-0.034,1,7627
"beta[315,4]",-0.334,0.078,-0.464,-0.208,1,6334
"beta[316,4]",-0.153,0.086,-0.294,-0.012,1.001,8319
"beta[317,4]",-0.126,0.076,-0.251,0.001,1,8339
"beta[318,4]",-0.23,0.086,-0.373,-0.085,1.001,8339
"beta[319,4]",-0.135,0.068,-0.248,-0.021,1,8544
"beta[320,4]",-0.085,0.086,-0.225,0.059,1,8443
"beta[321,4]",-0.264,0.06,-0.362,-0.163,1.001,8481
"beta[322,4]",-0.226,0.08,-0.356,-0.093,1,7506
"beta[323,4]",-0.238,0.06,-0.338,-0.14,1,8841
"beta[324,4]",-0.215,0.09,-0.367,-0.072,1,7614
"beta[325,4]",-0.166,0.063,-0.27,-0.061,1,8251
"beta[326,4]",-0.243,0.069,-0.357,-0.133,1,8539
"beta[327,4]",-0.201,0.054,-0.29,-0.114,1.001,8142
"beta[328,4]",-0.141,0.052,-0.226,-0.056,1,7949
"beta[329,4]",-0.224,0.06,-0.323,-0.126,1,8643
"beta[330,4]",-0.13,0.055,-0.22,-0.039,1,6725
"beta[331,4]",-0.242,0.066,-0.35,-0.135,1,7967
"beta[332,4]",-0.215,0.076,-0.338,-0.09,1,8136
"beta[333,4]",-0.284,0.059,-0.383,-0.187,1,7963
"beta[334,4]",-0.148,0.086,-0.288,-0.004,1,7719
"beta[335,4]",-0.171,0.065,-0.281,-0.063,1,7819
"beta[336,4]",-0.147,0.087,-0.291,-0.004,1,8671
"beta[337,4]",-0.15,0.063,-0.254,-0.048,1,8242
"beta[338,4]",-0.194,0.051,-0.276,-0.111,1,8748
"beta[339,4]",-0.259,0.053,-0.347,-0.171,1,7341
"beta[340,4]",-0.155,0.052,-0.24,-0.071,1,8696
"beta[341,4]",-0.185,0.054,-0.273,-0.096,1,7819
"beta[342,4]",-0.162,0.051,-0.245,-0.077,1,8488
"beta[343,4]",-0.121,0.066,-0.23,-0.012,1,8268
"beta[344,4]",-0.204,0.066,-0.315,-0.097,1,8672
"beta[345,4]",-0.232,0.059,-0.327,-0.133,1.001,8492
"beta[346,4]",-0.17,0.05,-0.252,-0.086,1,8611
"beta[347,4]",-0.173,0.095,-0.328,-0.015,1,8089
"beta[348,4]",-0.191,0.064,-0.297,-0.088,1,8098
"beta[349,4]",-0.23,0.074,-0.352,-0.108,1.001,8565
"beta[350,4]",-0.146,0.054,-0.232,-0.057,1,8567
"beta[351,4]",-0.061,0.07,-0.174,0.053,1.001,7310
"beta[352,4]",-0.12,0.058,-0.214,-0.023,1.002,7229
"beta[353,4]",-0.284,0.058,-0.379,-0.19,1,8516
"beta[354,4]",-0.226,0.065,-0.332,-0.121,1,8532
"beta[355,4]",-0.246,0.052,-0.333,-0.161,1,8780
"beta[356,4]",-0.285,0.064,-0.392,-0.181,1,8759
"beta[357,4]",-0.18,0.051,-0.263,-0.096,1,8353
"beta[358,4]",-0.212,0.097,-0.374,-0.051,1,8022
"beta[359,4]",-0.191,0.085,-0.333,-0.053,1,8599
"beta[360,4]",-0.183,0.085,-0.326,-0.044,1,7702
"beta[361,4]",-0.193,0.052,-0.281,-0.11,1,7830
"beta[362,4]",-0.294,0.095,-0.454,-0.139,1,7723
"beta[363,4]",-0.259,0.086,-0.399,-0.118,1,7865
"beta[364,4]",-0.129,0.094,-0.284,0.025,1,8256
"beta[365,4]",-0.036,0.051,-0.12,0.048,1,8296
"beta[366,4]",-0.326,0.051,-0.41,-0.241,1,8405
"beta[367,4]",-0.071,0.048,-0.15,0.008,1.001,8559
"beta[368,4]",-0.248,0.087,-0.391,-0.107,1.001,8444
"beta[369,4]",-0.039,0.058,-0.133,0.057,1.001,8895
"beta[370,4]",-0.223,0.086,-0.362,-0.081,1,8283
"beta[371,4]",-0.173,0.052,-0.26,-0.088,1.001,8761
"beta[372,4]",-0.212,0.102,-0.381,-0.048,1,7449
"beta[373,4]",-0.06,0.077,-0.186,0.069,1,7595
"beta[374,4]",-0.101,0.049,-0.183,-0.021,1,8202
"beta[375,4]",-0.087,0.065,-0.192,0.023,1,7792
"beta[376,4]",-0.135,0.048,-0.212,-0.055,1,8109
"beta[377,4]",-0.232,0.058,-0.328,-0.138,1,8344
"beta[378,4]",-0.222,0.076,-0.348,-0.097,1.001,8649
"beta[379,4]",-0.091,0.066,-0.199,0.016,1,8058
"beta[380,4]",-0.2,0.052,-0.286,-0.117,1,8981
"beta[381,4]",-0.003,0.054,-0.092,0.085,1,7517
"beta[382,4]",-0.169,0.065,-0.277,-0.062,1.001,7716
"beta[383,4]",-0.181,0.065,-0.287,-0.074,1,8584
"beta[384,4]",-0.206,0.052,-0.29,-0.122,1.001,8961
"beta[385,4]",-0.03,0.059,-0.128,0.069,1,8307
"beta[386,4]",-0.099,0.076,-0.226,0.026,1,8047
"beta[387,4]",-0.164,0.053,-0.25,-0.077,1,8825
"beta[388,4]",-0.321,0.078,-0.451,-0.196,1,8169
"beta[389,4]",-0.167,0.053,-0.254,-0.081,1,6436
"beta[390,4]",-0.194,0.065,-0.302,-0.087,1,7557
"beta[391,4]",-0.108,0.066,-0.216,0,1,8520
"beta[392,4]",0.005,0.067,-0.105,0.116,1,7907
"beta[393,4]",-0.036,0.051,-0.119,0.048,1,9497
"beta[394,4]",-0.255,0.051,-0.341,-0.169,1.001,8977
"beta[395,4]",-0.136,0.087,-0.279,0.007,1,8386
"beta[396,4]",-0.296,0.086,-0.438,-0.155,1,8317
"beta[397,4]",-0.107,0.086,-0.25,0.034,1.001,6932
"beta[398,4]",-0.214,0.085,-0.355,-0.073,1,8074
"beta[399,4]",-0.272,0.097,-0.432,-0.113,1,7978
"beta[400,4]",-0.201,0.082,-0.337,-0.069,1,7170
"beta[401,4]",-0.268,0.094,-0.424,-0.111,1,7962
"beta[402,4]",-0.012,0.06,-0.111,0.086,1,8019
"beta[403,4]",-0.143,0.09,-0.291,0.005,1.001,7639
"beta[404,4]",-0.24,0.077,-0.367,-0.115,1,8156
"beta[405,4]",-0.021,0.079,-0.15,0.112,1,8174
"beta[406,4]",-0.13,0.058,-0.225,-0.031,1,8332
"beta[407,4]",-0.014,0.086,-0.153,0.129,1,8376
"beta[408,4]",-0.183,0.086,-0.325,-0.045,1,7989
"beta[409,4]",-0.043,0.077,-0.169,0.08,1.001,7856
"beta[410,4]",-0.157,0.067,-0.266,-0.048,1,8249
"beta[411,4]",-0.159,0.09,-0.308,-0.009,1,6813
"beta[412,4]",-0.192,0.08,-0.324,-0.059,1.001,8115
"beta[413,4]",-0.145,0.093,-0.297,0.01,1,8241
"beta[414,4]",-0.322,0.053,-0.409,-0.234,1,8126
"beta[415,4]",-0.208,0.1,-0.374,-0.046,1,8202
"beta[416,4]",-0.212,0.051,-0.297,-0.128,1.001,6737
"beta[417,4]",-0.04,0.05,-0.123,0.043,1,8718
"beta[418,4]",-0.191,0.075,-0.313,-0.067,1,8280
"beta[419,4]",-0.117,0.068,-0.229,-0.006,1,8679
"beta[420,4]",-0.249,0.09,-0.396,-0.101,1,7399
"beta[421,4]",-0.215,0.087,-0.358,-0.075,1,7874
"beta[422,4]",-0.184,0.051,-0.268,-0.102,1,8026
"beta[423,4]",-0.265,0.051,-0.348,-0.179,1,8421
"beta[424,4]",-0.312,0.051,-0.397,-0.229,1,8316
"beta[425,4]",-0.151,0.05,-0.234,-0.07,1,7532
"beta[426,4]",-0.201,0.065,-0.308,-0.092,1,8966
"beta[427,4]",-0.222,0.087,-0.366,-0.079,1,8160
"beta[428,4]",-0.289,0.087,-0.436,-0.146,1,7987
"beta[429,4]",-0.062,0.055,-0.151,0.03,1,7803
"beta[430,4]",-0.119,0.059,-0.217,-0.024,1,8569
"beta[431,4]",-0.158,0.096,-0.316,-0.002,1,7919
"beta[432,4]",-0.054,0.052,-0.137,0.033,1,8487
"beta[433,4]",-0.193,0.087,-0.333,-0.051,1,8148
"beta[434,4]",-0.212,0.066,-0.318,-0.103,1,7722
"beta[435,4]",-0.165,0.098,-0.325,-0.006,1,7965
"beta[436,4]",-0.252,0.064,-0.358,-0.149,1,8282
"beta[437,4]",-0.242,0.076,-0.368,-0.121,1,7596
"beta[438,4]",-0.145,0.076,-0.268,-0.021,1.001,8100
"beta[439,4]",-0.117,0.068,-0.23,-0.006,1.001,6791
"beta[440,4]",-0.133,0.086,-0.273,0.007,1.001,8395
"beta[441,4]",-0.154,0.053,-0.241,-0.066,1,8952
"beta[442,4]",-0.056,0.096,-0.211,0.103,1,8279
"beta[443,4]",-0.221,0.097,-0.382,-0.06,1,8244
"beta[444,4]",-0.131,0.086,-0.27,0.011,1,8280
"beta[445,4]",-0.253,0.054,-0.341,-0.167,1,8455
"beta[446,4]",-0.104,0.052,-0.191,-0.02,1,8519
"beta[447,4]",-0.18,0.053,-0.268,-0.092,1,7344
"beta[448,4]",-0.177,0.076,-0.3,-0.051,1.001,6670
"beta[449,4]",-0.178,0.054,-0.266,-0.087,1,8283
"beta[450,4]",-0.16,0.096,-0.318,-0.004,1,8512
"beta[451,4]",-0.261,0.065,-0.369,-0.154,1,8583
"beta[452,4]",-0.155,0.067,-0.267,-0.046,1,7806
"beta[453,4]",-0.242,0.087,-0.387,-0.102,1,8112
"beta[454,4]",-0.161,0.069,-0.272,-0.045,1,7641
"beta[455,4]",-0.264,0.061,-0.367,-0.165,1,7806
"beta[456,4]",-0.187,0.067,-0.296,-0.078,1,5406
"beta[457,4]",-0.108,0.052,-0.195,-0.024,1.001,7281
"beta[458,4]",-0.26,0.052,-0.345,-0.175,1,8323
"beta[459,4]",-0.05,0.087,-0.192,0.094,1,8491
"beta[460,4]",-0.099,0.055,-0.191,-0.009,1,8731
"beta[461,4]",-0.047,0.065,-0.153,0.061,1,8595
"beta[462,4]",-0.048,0.052,-0.133,0.039,1.001,7987
"beta[463,4]",-0.214,0.083,-0.352,-0.079,1,7651
"beta[464,4]",-0.188,0.051,-0.271,-0.103,1,8508
"beta[465,4]",-0.1,0.077,-0.225,0.028,1,7377
"beta[466,4]",-0.022,0.087,-0.164,0.122,1,8261
"beta[467,4]",-0.159,0.051,-0.243,-0.077,1,7820
"beta[468,4]",-0.122,0.066,-0.233,-0.016,1,8330
"beta[469,4]",-0.238,0.086,-0.381,-0.095,1,8653
"beta[470,4]",-0.266,0.096,-0.423,-0.108,1,8125
"beta[471,4]",-0.207,0.087,-0.35,-0.063,1,8324
"beta[472,4]",-0.187,0.094,-0.339,-0.036,1,7308
"beta[473,4]",-0.253,0.092,-0.402,-0.1,1,7996
"beta[474,4]",-0.045,0.099,-0.205,0.116,1.001,7400
"beta[475,4]",-0.097,0.068,-0.211,0.015,1,7839
"beta[476,4]",-0.364,0.078,-0.491,-0.237,1,8129
"beta[477,4]",-0.075,0.069,-0.188,0.039,1,7768
"beta[478,4]",-0.119,0.068,-0.23,-0.006,1,8433
"beta[479,4]",-0.222,0.087,-0.363,-0.078,1,8310
"beta[480,4]",-0.134,0.077,-0.261,-0.005,1.001,7475
"beta[481,4]",-0.193,0.074,-0.316,-0.071,1,7947
"beta[482,4]",-0.054,0.066,-0.161,0.055,1,8012
"beta[483,4]",-0.068,0.052,-0.154,0.016,1,8843
"beta[484,4]",-0.267,0.051,-0.351,-0.182,1,8761
"beta[485,4]",-0.253,0.094,-0.412,-0.1,1,8115
"beta[486,4]",-0.209,0.085,-0.352,-0.069,1,7304
"beta[487,4]",-0.243,0.066,-0.35,-0.134,1,8680
"beta[488,4]",-0.337,0.076,-0.464,-0.213,1,8070
"beta[489,4]",-0.031,0.082,-0.163,0.105,1.001,7666
"beta[490,4]",-0.162,0.087,-0.305,-0.018,1.001,8134
"beta[491,4]",-0.086,0.066,-0.196,0.021,1,8590
"beta[492,4]",-0.28,0.086,-0.424,-0.139,1,8314
"beta[493,4]",-0.094,0.081,-0.228,0.04,1,8120
"beta[494,4]",-0.028,0.048,-0.106,0.052,1,8519
"beta[495,4]",-0.027,0.06,-0.124,0.074,1,6527
"beta[496,4]",-0.028,0.074,-0.146,0.094,1,8487
"beta[497,4]",-0.296,0.069,-0.409,-0.182,1,8597
"beta[498,4]",-0.278,0.085,-0.419,-0.139,1,8263
"beta[499,4]",-0.15,0.085,-0.289,-0.01,1,7856
"beta[500,4]",-0.037,0.073,-0.157,0.084,1.001,6243
"beta[501,4]",-0.036,0.051,-0.121,0.049,1,9106
"beta[502,4]",-0.016,0.05,-0.099,0.065,1,8693
"beta[503,4]",-0.059,0.06,-0.158,0.04,1.001,8140
"beta[504,4]",-0.345,0.087,-0.488,-0.202,1.001,8142
"beta[505,4]",-0.122,0.054,-0.21,-0.034,1,8465
"beta[506,4]",-0.178,0.095,-0.332,-0.02,1,7971
"beta[507,4]",-0.088,0.05,-0.169,-0.006,1.001,8735
"beta[508,4]",-0.115,0.051,-0.199,-0.031,1,8258
"beta[509,4]",-0.205,0.087,-0.35,-0.066,1,7867
"beta[510,4]",-0.185,0.085,-0.323,-0.048,1,8287
"beta[511,4]",-0.147,0.078,-0.274,-0.016,1,8598
"beta[512,4]",-0.049,0.053,-0.137,0.037,1,8433
"beta[513,4]",-0.124,0.085,-0.263,0.015,1.001,8339
"beta[514,4]",-0.242,0.096,-0.401,-0.087,1,6859
"beta[515,4]",-0.206,0.093,-0.358,-0.052,1,8141
"beta[516,4]",-0.211,0.087,-0.355,-0.07,1,8607
"beta[517,4]",-0.265,0.096,-0.422,-0.105,1,8048
"beta[518,4]",-0.169,0.085,-0.311,-0.032,1,8289
"beta[519,4]",-0.078,0.083,-0.213,0.059,1,8442
"beta[520,4]",-0.116,0.083,-0.252,0.019,1,7831
"beta[521,4]",-0.218,0.067,-0.329,-0.11,1,7910
"beta[522,4]",-0.251,0.074,-0.371,-0.122,1.001,7517
"beta[523,4]",-0.24,0.078,-0.371,-0.112,1.001,7136
"beta[524,4]",-0.21,0.082,-0.326,-0.055,1,5258
"beta[525,4]",-0.254,0.078,-0.391,-0.134,1.002,2486
"beta[526,4]",-0.245,0.073,-0.356,-0.115,1.001,6763
"beta[527,4]",-0.247,0.06,-0.343,-0.14,1,8046
"beta[528,4]",-0.249,0.061,-0.345,-0.146,1,5845
"beta[529,4]",-0.203,0.079,-0.324,-0.064,1.001,6477
"beta[530,4]",-0.159,0.083,-0.272,-0.008,1.003,1191
"beta[531,4]",-0.229,0.078,-0.355,-0.098,1.001,4630
"beta[532,4]",-0.19,0.066,-0.282,-0.069,1.001,3536
"beta[533,4]",-0.221,0.064,-0.319,-0.11,1.001,5101
"beta[534,4]",-0.326,0.073,-0.456,-0.224,1.001,3665
"beta[535,4]",-0.261,0.07,-0.37,-0.137,1.001,4200
"beta[536,4]",-0.23,0.065,-0.339,-0.122,1,7571
"beta[537,4]",-0.209,0.066,-0.301,-0.091,1.001,3908
"beta[538,4]",-0.302,0.067,-0.422,-0.203,1,4870
"beta[539,4]",-0.283,0.073,-0.41,-0.169,1.002,7195
"beta[540,4]",-0.259,0.074,-0.382,-0.139,1,7997
"beta[541,4]",-0.282,0.074,-0.405,-0.162,1.001,5202
"beta[542,4]",-0.266,0.063,-0.375,-0.168,1.001,5181
"beta[543,4]",-0.197,0.08,-0.317,-0.054,1,3591
"beta[544,4]",-0.234,0.072,-0.348,-0.11,1,6816
"beta[545,4]",-0.245,0.084,-0.386,-0.105,1,5662
"beta[546,4]",-0.239,0.073,-0.354,-0.111,1,7277
"beta[547,4]",-0.239,0.064,-0.339,-0.127,1.001,5974
"beta[548,4]",-0.331,0.075,-0.465,-0.225,1.002,2380
"beta[549,4]",-0.197,0.076,-0.305,-0.058,1.003,2382
"beta[550,4]",-0.231,0.07,-0.336,-0.105,1.001,6692
"beta[551,4]",-0.247,0.073,-0.366,-0.12,1.001,5261
"beta[552,4]",-0.248,0.071,-0.366,-0.127,1.001,7823
"beta[553,4]",-0.31,0.065,-0.428,-0.218,1.001,3953
"beta[554,4]",-0.235,0.082,-0.37,-0.095,1.001,4657
"beta[555,4]",-0.217,0.065,-0.319,-0.104,1.001,2733
"beta[556,4]",-0.285,0.068,-0.406,-0.185,1.001,5132
"beta[557,4]",-0.219,0.063,-0.314,-0.108,1.001,5334
"beta[558,4]",-0.314,0.072,-0.443,-0.215,1.003,2267
"beta[559,4]",-0.245,0.063,-0.345,-0.137,1.001,5748
"beta[560,4]",-0.275,0.073,-0.402,-0.161,1.001,7074
"beta[561,4]",-0.34,0.076,-0.476,-0.233,1,3107
"beta[562,4]",-0.269,0.059,-0.372,-0.177,1.001,7564
"beta[563,4]",-0.223,0.067,-0.324,-0.101,1.001,3726
"beta[564,4]",-0.321,0.068,-0.443,-0.225,1,3686
"beta[565,4]",-0.235,0.078,-0.36,-0.1,1,6525
"beta[566,4]",-0.2,0.066,-0.293,-0.079,1,3216
"beta[567,4]",-0.213,0.077,-0.332,-0.075,1,7034
"beta[568,4]",-0.222,0.064,-0.319,-0.107,1,6231
"beta[569,4]",-0.278,0.061,-0.385,-0.182,1,7441
"beta[570,4]",-0.272,0.064,-0.385,-0.176,1.001,2871
"beta[571,4]",-0.291,0.069,-0.413,-0.182,1.001,6807
"beta[572,4]",-0.318,0.071,-0.448,-0.22,1,3512
"beta[573,4]",-0.203,0.064,-0.297,-0.089,1,4683
"beta[574,4]",-0.199,0.078,-0.315,-0.057,1,6334
