parameter,mean,sd,q05,q95,rhat,ess
"z[362,1]",0.702,0.561,-0.219,1.613,1.001,7363
"z[363,1]",1.332,0.502,0.513,2.15,1,9183
"z[364,1]",-0.404,0.558,-1.324,0.52,1,8576
"z[365,1]",-1.035,0.464,-1.799,-0.264,1,8438
"z[366,1]",0.395,0.527,-0.482,1.248,1,5863
"z[367,1]",-0.11,0.448,-0.846,0.612,1,7999
"z[368,1]",0.063,0.502,-0.762,0.89,1,8229
"z[369,1]",-1.103,0.461,-1.849,-0.34,1,8575
"z[370,1]",-0.322,0.494,-1.136,0.487,1,8586
"z[371,1]",-0.166,0.466,-0.953,0.586,1,7319
"z[372,1]",0.235,0.707,-0.915,1.422,1,8195
"z[373,1]",-0.558,0.487,-1.376,0.239,1,7968
"z[374,1]",-0.441,0.455,-1.178,0.308,1,8606
"z[375,1]",-0.049,0.466,-0.831,0.724,1,7947
"z[376,1]",0.151,0.489,-0.653,0.95,1,8529
"z[377,1]",0.684,0.488,-0.104,1.492,1,8771
"z[378,1]",0.648,0.504,-0.191,1.48,1,7900
"z[379,1]",-1.24,0.477,-2.033,-0.456,1,8478
"z[380,1]",-0.971,0.486,-1.743,-0.17,1,7685
"z[381,1]",-1.225,0.503,-2.045,-0.415,1,6810
"z[382,1]",0.288,0.475,-0.482,1.076,1,7169
"z[383,1]",0.925,0.476,0.147,1.713,1,8126
"z[384,1]",-0.493,0.488,-1.283,0.301,1,8303
"z[385,1]",-0.895,0.484,-1.694,-0.109,1,8925
"z[386,1]",-0.866,0.472,-1.653,-0.108,1,8724
"z[387,1]",0.218,0.457,-0.527,0.972,1,8640
"z[388,1]",1.623,0.499,0.799,2.438,1.001,8857
"z[389,1]",-1.045,0.451,-1.797,-0.321,1,7520
"z[390,1]",-0.797,0.469,-1.58,-0.037,1,8978
"z[391,1]",-0.662,0.49,-1.466,0.14,1,7951
"z[392,1]",-0.288,0.466,-1.058,0.48,1.001,8030
"z[393,1]",-1.365,0.455,-2.11,-0.606,1,8673
"z[394,1]",1.552,0.451,0.821,2.3,1,8187
"z[395,1]",-0.221,0.558,-1.13,0.7,1,8404
"z[396,1]",0.923,0.5,0.088,1.729,1.001,7828
"z[397,1]",-0.168,0.508,-1.018,0.673,1,8951
"z[398,1]",-0.291,0.497,-1.095,0.533,1,8520
"z[399,1]",1.913,0.581,0.966,2.861,1,8855
"z[400,1]",-0.733,0.498,-1.551,0.088,1,7536
"z[401,1]",1.675,0.565,0.735,2.615,1,9131
"z[402,1]",-1.265,0.471,-2.041,-0.492,1.001,7913
"z[403,1]",-0.686,0.557,-1.602,0.212,1,8810
"z[404,1]",0.528,0.512,-0.316,1.367,1,7102
"z[405,1]",-0.652,0.521,-1.508,0.215,1,7121
"z[406,1]",0.638,0.465,-0.129,1.388,1,7994
"z[407,1]",0.217,0.567,-0.693,1.157,1,7565
"z[408,1]",-0.582,0.489,-1.39,0.214,1,8923
"z[409,1]",-1.296,0.507,-2.141,-0.469,1,7880
"z[410,1]",-0.39,0.514,-1.223,0.452,1,8319
"z[411,1]",0.532,0.558,-0.396,1.451,1,8687
"z[412,1]",0.022,0.545,-0.866,0.924,1,7939
"z[413,1]",-0.658,0.566,-1.582,0.277,1,8594
"z[414,1]",-0.107,0.452,-0.863,0.641,1,8837
"z[415,1]",-0.273,0.571,-1.196,0.674,1,9026
"z[416,1]",0.184,0.458,-0.572,0.953,1,8398
"z[417,1]",-1.356,0.454,-2.11,-0.617,1,8037
"z[418,1]",-0.356,0.47,-1.138,0.415,1,8853
"z[419,1]",-0.958,0.514,-1.813,-0.117,1,8630
"z[420,1]",1.035,0.548,0.128,1.939,1,9125
"z[421,1]",0.199,0.496,-0.617,1.03,1.001,7581
"z[422,1]",0.485,0.468,-0.279,1.258,1,7499
"z[423,1]",0.268,0.451,-0.479,1.006,1,8061
"z[424,1]",0.846,0.457,0.094,1.589,1,8471
"z[425,1]",-0.521,0.453,-1.26,0.229,1,8615
"z[426,1]",0.53,0.471,-0.262,1.295,1,7866
"z[427,1]",0.284,0.488,-0.509,1.084,1,8450
"z[428,1]",1.776,0.557,0.864,2.705,1.001,7353
"z[429,1]",-1.078,0.497,-1.894,-0.265,1,6251
"z[430,1]",-0.7,0.463,-1.464,0.07,1,8386
"z[431,1]",0.081,0.574,-0.856,1.035,1.001,7654
"z[432,1]",-0.038,0.474,-0.804,0.749,1,8357
"z[433,1]",0.789,0.498,-0.029,1.59,1,8769
"z[434,1]",0.34,0.466,-0.421,1.103,1,7592
"z[435,1]",0.177,0.566,-0.758,1.097,1,8715
"z[436,1]",0.643,0.483,-0.146,1.437,1,8128
"z[437,1]",-0.176,0.475,-0.955,0.601,1,8620
"z[438,1]",-0.63,0.479,-1.426,0.15,1,8735
"z[439,1]",-0.18,0.549,-1.078,0.738,1,5921
"z[440,1]",-0.107,0.502,-0.937,0.731,1,8283
"z[441,1]",-0.476,0.491,-1.285,0.315,1,8538
"z[442,1]",-1.019,0.565,-1.94,-0.098,1,8349
"z[443,1]",2.26,0.569,1.319,3.195,1.001,7635
"z[444,1]",-0.642,0.495,-1.474,0.167,1,8546
"z[445,1]",-1.626,0.477,-2.407,-0.83,1,7794
"z[446,1]",-0.377,0.499,-1.194,0.457,1,8616
"z[447,1]",-0.558,0.489,-1.371,0.233,1,6762
"z[448,1]",0.06,0.524,-0.787,0.926,1,8076
"z[449,1]",0.085,0.497,-0.724,0.907,1,8347
"z[450,1]",-0.448,0.563,-1.374,0.474,1,8620
"z[451,1]",0.746,0.464,-0.005,1.514,1,7788
"z[452,1]",0.586,0.508,-0.262,1.422,1,7625
"z[453,1]",-0.051,0.497,-0.878,0.765,1,9286
"z[454,1]",1.741,0.507,0.882,2.56,1,7099
"z[455,1]",-0.437,0.482,-1.233,0.354,1.001,7407
"z[456,1]",-0.867,0.481,-1.68,-0.094,1,7637
"z[457,1]",-1.159,0.478,-1.949,-0.364,1,7769
"z[458,1]",-0.783,0.459,-1.539,-0.035,1,7309
"z[459,1]",-1.293,0.554,-2.201,-0.389,1,8764
"z[460,1]",-0.341,0.52,-1.188,0.535,1,8714
"z[461,1]",-0.195,0.468,-0.961,0.569,1,8364
"z[462,1]",-0.752,0.454,-1.502,-0.009,1,8242
"z[463,1]",-0.116,0.535,-0.993,0.763,1,7775
"z[464,1]",1.363,0.47,0.584,2.124,1.001,8377
"z[465,1]",-0.153,0.505,-0.979,0.687,1,8523
"z[466,1]",-0.807,0.501,-1.614,0.025,1,7320
"z[467,1]",-0.227,0.454,-0.962,0.517,1,7833
"z[468,1]",-0.566,0.485,-1.361,0.228,1,8270
"z[469,1]",1.173,0.501,0.355,2.001,1,7885
"z[470,1]",1.023,0.565,0.098,1.967,1,8523
"z[471,1]",0.195,0.491,-0.598,1.013,1,8247
"z[472,1]",0.952,0.569,0.037,1.891,1,7835
"z[473,1]",0.669,0.557,-0.27,1.573,1,8078
"z[474,1]",-1.183,0.56,-2.105,-0.27,1,8850
"z[475,1]",-1.045,0.531,-1.923,-0.164,1,7490
"z[476,1]",2.596,0.541,1.697,3.475,1,6314
"z[477,1]",-0.546,0.557,-1.47,0.373,1,8458
"z[478,1]",-0.024,0.509,-0.855,0.823,1,8894
"z[479,1]",0.282,0.489,-0.502,1.088,1,8540
"z[480,1]",-0.801,0.472,-1.569,-0.035,1,7872
"z[481,1]",-0.734,0.519,-1.586,0.128,1,8410
"z[482,1]",-1.165,0.466,-1.922,-0.397,1,6866
"z[483,1]",-1.094,0.456,-1.843,-0.333,1,8082
"z[484,1]",-0.503,0.464,-1.267,0.262,1.001,5685
"z[485,1]",0.885,0.562,-0.038,1.813,1,9048
"z[486,1]",-0.305,0.585,-1.273,0.668,1,7723
"z[487,1]",1.843,0.46,1.105,2.608,1.001,8620
"z[488,1]",0.777,0.496,-0.04,1.578,1,7897
"z[489,1]",-0.971,0.595,-1.937,0.01,1.001,8645
"z[490,1]",-1.051,0.487,-1.859,-0.255,1,9129
"z[491,1]",-1.27,0.481,-2.049,-0.475,1,8425
"z[492,1]",1.239,0.513,0.399,2.086,1,8144
"z[493,1]",-1.028,0.61,-2.029,-0.036,1.001,4620
"z[494,1]",-0.73,0.455,-1.481,0.015,1.001,8603
"z[495,1]",0.283,0.509,-0.566,1.11,1,7450
"z[496,1]",-0.853,0.474,-1.636,-0.065,1,8218
"z[497,1]",2.008,0.526,1.138,2.86,1.001,7624
"z[498,1]",0.985,0.495,0.185,1.805,1,8821
"z[499,1]",-0.289,0.503,-1.104,0.537,1,8599
"z[500,1]",-0.775,0.535,-1.652,0.116,1.001,4448
"z[501,1]",-1.252,0.466,-2.017,-0.494,1,7026
"z[502,1]",-0.419,0.469,-1.194,0.367,1,7925
"z[503,1]",0.322,0.491,-0.476,1.144,1,7357
"z[504,1]",2.919,0.498,2.104,3.751,1,8468
"z[505,1]",-0.575,0.463,-1.32,0.201,1,7187
"z[506,1]",0.248,0.57,-0.691,1.174,1,8824
"z[507,1]",-0.485,0.447,-1.224,0.261,1,8796
"z[508,1]",-0.795,0.451,-1.552,-0.057,1,6697
"z[509,1]",-0.462,0.494,-1.279,0.352,1,8674
"z[510,1]",-0.357,0.493,-1.164,0.468,1,8888
"z[511,1]",0.17,0.508,-0.675,0.994,1,8487
"z[512,1]",-0.355,0.487,-1.159,0.441,1,8243
"z[513,1]",-0.761,0.491,-1.567,0.05,1,8558
"z[514,1]",1.471,0.566,0.538,2.395,1,8600
"z[515,1]",-0.116,0.566,-1.047,0.823,1,8976
"z[516,1]",0.064,0.496,-0.747,0.865,1,8665
"z[517,1]",1.548,0.565,0.615,2.471,1,9204
"z[518,1]",-0.114,0.491,-0.936,0.693,1,8872
"z[519,1]",-0.918,0.492,-1.729,-0.12,1,8380
"z[520,1]",-1.003,0.497,-1.834,-0.201,1.001,8799
"z[521,1]",-0.547,0.495,-1.355,0.265,1,8605
"z[522,1]",0.435,0.519,-0.427,1.294,1,8352
"z[523,1]",-1.148,0.53,-2.017,-0.278,1,8067
"z[524,1]",0.385,0.498,-0.419,1.214,1,8285
"z[525,1]",-1.591,0.562,-2.497,-0.646,1.001,6347
"z[526,1]",1.552,0.559,0.654,2.473,1,7441
"z[527,1]",0.159,0.483,-0.637,0.944,1,8172
"z[528,1]",0.241,0.494,-0.568,1.056,1,7691
"z[529,1]",-1.13,0.537,-2.01,-0.247,1,8271
"z[530,1]",-0.665,0.548,-1.583,0.22,1,8096
"z[531,1]",-0.575,0.527,-1.434,0.295,1.001,8433
"z[532,1]",-0.347,0.49,-1.13,0.454,1,8275
"z[533,1]",-1.077,0.491,-1.905,-0.293,1,7571
"z[534,1]",-0.42,0.507,-1.26,0.416,1.001,6357
"z[535,1]",0.663,0.509,-0.174,1.502,1,7289
"z[536,1]",-0.771,0.507,-1.589,0.085,1,6237
"z[537,1]",0.221,0.52,-0.621,1.079,1,8480
"z[538,1]",0.524,0.525,-0.337,1.386,1,8027
"z[539,1]",1.55,0.521,0.697,2.4,1,8193
"z[540,1]",-0.378,0.499,-1.22,0.447,1,7352
"z[541,1]",0.667,0.495,-0.144,1.473,1,7048
"z[542,1]",0.967,0.49,0.171,1.792,1,7141
"z[543,1]",-0.448,0.555,-1.348,0.466,1,7164
"z[544,1]",-0.171,0.542,-1.064,0.719,1,8579
"z[545,1]",1.126,0.548,0.218,2.031,1,6714
"z[546,1]",-0.114,0.497,-0.926,0.706,1,8096
"z[547,1]",0.974,0.545,0.076,1.88,1,6880
"z[548,1]",-0.295,0.522,-1.173,0.539,1,5546
"z[549,1]",1.027,0.541,0.153,1.919,1,5532
"z[550,1]",1.157,0.565,0.247,2.112,1,7246
"z[551,1]",-0.509,0.504,-1.351,0.304,1,7621
"z[552,1]",-0.214,0.505,-1.047,0.628,1,9126
"z[553,1]",0.882,0.483,0.09,1.671,1,8556
"z[554,1]",-0.445,0.537,-1.317,0.454,1,8443
"z[555,1]",-0.301,0.489,-1.115,0.493,1,7727
"z[556,1]",0.715,0.485,-0.074,1.527,1,8355
"z[557,1]",0.055,0.489,-0.724,0.864,1,7562
"z[558,1]",0.443,0.586,-0.541,1.372,1,7026
"z[559,1]",-0.024,0.532,-0.887,0.863,1,8090
"z[560,1]",-0.369,0.53,-1.236,0.505,1.001,8122
"z[561,1]",1.899,0.553,0.981,2.795,1,6416
"z[562,1]",-0.492,0.482,-1.287,0.293,1,8261
"z[563,1]",0.599,0.496,-0.214,1.407,1.001,8183
"z[564,1]",1.663,0.491,0.857,2.478,1,8012
"z[565,1]",0.446,0.537,-0.441,1.333,1,7541
"z[566,1]",-0.563,0.482,-1.346,0.236,1,8648
"z[567,1]",-0.729,0.491,-1.537,0.082,1,7269
"z[568,1]",0.615,0.53,-0.23,1.505,1.001,4569
"z[569,1]",0.39,0.518,-0.471,1.23,1,8175
"z[570,1]",-0.055,0.498,-0.841,0.79,1.001,7146
"z[571,1]",1.479,0.579,0.487,2.408,1,6190
"z[572,1]",0.53,0.533,-0.329,1.425,1,7615
"z[573,1]",-0.647,0.504,-1.474,0.184,1,6233
"z[574,1]",-1.114,0.499,-1.92,-0.282,1,7795
"z[575,1]",1.989,0.553,1.088,2.898,1,7529
"z[576,1]",0.502,0.521,-0.364,1.362,1,8034
"z[577,1]",-1.067,0.493,-1.872,-0.26,1.001,8536
"z[578,1]",1.508,0.519,0.677,2.397,1,7913
"z[579,1]",-0.794,0.551,-1.691,0.13,1,6737
"z[580,1]",0.55,0.546,-0.351,1.425,1,5331
"z[581,1]",-0.202,0.517,-1.071,0.621,1,4095
"z[582,1]",-0.301,0.491,-1.122,0.502,1.001,8290
"z[583,1]",0.268,0.546,-0.637,1.149,1,5814
"z[584,1]",0.374,0.525,-0.485,1.239,1.001,8135
"z[585,1]",-1.254,0.495,-2.085,-0.45,1.001,7961
"z[586,1]",-0.829,0.531,-1.706,0.048,1,8297
"z[587,1]",-0.488,0.535,-1.369,0.381,1,7432
"z[588,1]",-0.681,0.508,-1.532,0.153,1,8101
"z[589,1]",-1.028,0.483,-1.842,-0.253,1,7866
"z[590,1]",0.257,0.506,-0.577,1.09,1,8205
"z[591,1]",-0.602,0.525,-1.475,0.266,1.001,6830
"z[592,1]",0.144,0.511,-0.719,0.959,1,4440
"z[593,1]",0.304,0.497,-0.499,1.125,1,8056
"z[594,1]",0.662,0.488,-0.137,1.477,1,8364
"z[595,1]",1.392,0.555,0.481,2.308,1,6300
"z[596,1]",-0.355,0.523,-1.205,0.508,1,7027
"z[597,1]",1.779,0.498,0.95,2.585,1,7019
"z[598,1]",-0.437,0.494,-1.242,0.378,1,6308
"z[599,1]",0.626,0.545,-0.279,1.522,1.001,8251
"z[600,1]",-0.742,0.537,-1.613,0.129,1,7361
"z[601,1]",-1.05,0.547,-1.94,-0.14,1,8105
"z[602,1]",1.849,0.545,0.959,2.748,1,7984
"z[603,1]",-0.773,0.523,-1.632,0.093,1,6930
"z[604,1]",-0.267,0.485,-1.056,0.522,1,8227
"z[605,1]",-0.97,0.487,-1.774,-0.171,1,7995
"z[606,1]",0.986,0.501,0.166,1.81,1,7560
"z[607,1]",-0.304,0.602,-1.309,0.673,1.001,3279
"z[608,1]",0.648,0.504,-0.181,1.468,1.001,7613
"z[609,1]",-0.459,0.553,-1.373,0.449,1,7308
"z[610,1]",0.492,0.657,-0.601,1.563,1,7678
"z[611,1]",1.435,0.543,0.55,2.323,1,8454
"z[612,1]",0.019,0.55,-0.901,0.912,1,8070
"z[613,1]",-0.073,0.519,-0.942,0.744,1.001,5975
"z[614,1]",1.62,0.566,0.681,2.548,1,3788
"z[615,1]",0.51,0.536,-0.355,1.386,1.001,7853
"z[616,1]",-0.823,0.499,-1.653,0.003,1,8595
"z[617,1]",-0.695,0.499,-1.51,0.127,1,7748
"z[618,1]",0.501,0.492,-0.292,1.327,1,7361
"z[619,1]",2.268,0.579,1.325,3.218,1,6979
"z[620,1]",0.226,0.535,-0.642,1.105,1,8510
"z[621,1]",-0.289,0.553,-1.195,0.637,1,4179
"z[622,1]",0.886,0.54,-0.005,1.777,1,8365
"z[623,1]",0.14,0.514,-0.711,0.996,1,8398
"z[624,1]",-0.871,0.5,-1.694,-0.063,1,8667
"z[625,1]",0.913,0.542,0.001,1.803,1,8108
"z[626,1]",-0.543,0.53,-1.412,0.327,1,7662
"z[627,1]",0.222,0.525,-0.629,1.125,1,4391
"z[628,1]",-1.15,0.539,-2.041,-0.271,1.001,4104
"z[629,1]",1.214,0.544,0.341,2.117,1.001,8318
"z[630,1]",-0.357,0.621,-1.363,0.676,1,7027
"z[631,1]",-1.169,0.629,-2.188,-0.131,1,7186
"z[632,1]",1.257,0.543,0.363,2.148,1,7764
"z[633,1]",-1.048,0.544,-1.949,-0.143,1,8106
"z[634,1]",0.906,0.495,0.11,1.722,1,7866
"z[635,1]",-1.403,0.513,-2.259,-0.577,1,6975
"z[636,1]",-0.303,0.493,-1.133,0.504,1.001,7068
"z[637,1]",-1.274,0.507,-2.127,-0.449,1,6944
"z[638,1]",0.359,0.516,-0.509,1.207,1.001,8037
"z[639,1]",0.508,0.536,-0.376,1.377,1,8457
"z[640,1]",0.534,0.522,-0.329,1.394,1.001,7196
"z[641,1]",-0.359,0.5,-1.181,0.456,1,8172
"z[642,1]",-0.129,0.557,-1.039,0.8,1,7683
"z[643,1]",0.667,0.514,-0.172,1.51,1,6723
"z[644,1]",-1.474,0.571,-2.413,-0.528,1,6663
"z[645,1]",-0.251,0.525,-1.116,0.609,1,5009
"z[646,1]",-0.151,0.535,-1.03,0.728,1,8115
"z[647,1]",-0.762,0.596,-1.709,0.241,1,5366
"z[648,1]",0.213,0.504,-0.622,1.014,1.001,6208
"z[649,1]",-0.349,0.507,-1.169,0.495,1,6678
"z[650,1]",1.631,0.627,0.598,2.663,1,8184
"z[651,1]",-0.023,0.554,-0.946,0.875,1,7803
"z[652,1]",-0.534,0.492,-1.323,0.283,1,7405
"z[653,1]",-0.774,0.562,-1.679,0.161,1,7037
"z[654,1]",-1.381,0.527,-2.239,-0.5,1,3959
"z[655,1]",-0.637,0.525,-1.478,0.245,1.001,7654
"z[656,1]",0.5,0.544,-0.404,1.374,1,7048
"z[657,1]",-1.201,0.558,-2.114,-0.282,1,7332
"z[658,1]",-0.223,0.499,-1.039,0.593,1,8291
"z[659,1]",-1.355,0.495,-2.154,-0.542,1,8613
"z[660,1]",-0.699,0.547,-1.605,0.202,1,7968
"z[661,1]",-0.808,0.512,-1.651,0.037,1,6813
"z[662,1]",0.553,0.496,-0.261,1.366,1,7808
"z[663,1]",-0.485,0.537,-1.374,0.403,1,7604
"z[1,2]",-0.007,0.774,-1.281,1.254,1,7738
"z[2,2]",-0.272,0.801,-1.564,1.071,1,4280
"z[3,2]",-0.311,0.821,-1.655,1.038,1,7373
"z[4,2]",1.471,0.945,-0.128,2.97,1.003,2038
"z[5,2]",-0.207,0.798,-1.516,1.122,1,8275
"z[6,2]",-0.273,0.795,-1.575,1.022,1,6630
"z[7,2]",-0.264,0.938,-1.798,1.283,1.001,8742
"z[8,2]",0.016,0.98,-1.596,1.64,1,5130
"z[9,2]",1.594,1.192,-0.612,3.363,1.007,459
"z[10,2]",-0.281,0.908,-1.778,1.22,1.002,1248
"z[11,2]",1.052,1.003,-0.681,2.612,1.002,789
"z[12,2]",-0.753,0.841,-2.079,0.649,1.001,3047
"z[13,2]",0.408,0.917,-1.113,1.908,1,6039
"z[14,2]",0.38,0.885,-1.102,1.839,1,7482
"z[15,2]",-0.097,0.876,-1.507,1.338,1,7529
"z[16,2]",0.042,0.875,-1.377,1.495,1,4806
"z[17,2]",0.245,1.024,-1.437,1.937,1.002,1289
"z[18,2]",-0.736,1.004,-2.38,0.927,1.001,2426
"z[19,2]",1.148,1.282,-1.155,3.07,1.001,1693
"z[20,2]",-0.034,0.933,-1.561,1.484,1,8176
"z[21,2]",-0.11,0.963,-1.697,1.46,1.001,4481
"z[22,2]",-0.228,1.017,-1.904,1.435,1.002,1267
"z[23,2]",-0.319,0.898,-1.814,1.165,1,5998
"z[24,2]",0.268,0.814,-1.073,1.593,1,6506
"z[25,2]",-0.36,0.912,-1.813,1.153,1.002,2221
"z[26,2]",-0.244,0.84,-1.615,1.131,1,7122
"z[27,2]",0.985,0.862,-0.476,2.346,1.002,3110
"z[28,2]",0.271,0.891,-1.182,1.734,1,6782
"z[29,2]",0.366,0.968,-1.215,1.986,1.001,3971
"z[30,2]",-0.14,0.875,-1.591,1.292,1.003,1183
"z[31,2]",-0.428,0.877,-1.86,1.024,1.002,1159
"z[32,2]",-0.335,1.012,-1.98,1.333,1.001,2837
"z[33,2]",-0.142,0.875,-1.564,1.314,1,7970
"z[34,2]",-0.008,0.975,-1.606,1.591,1,7024
"z[35,2]",0.333,0.814,-1.017,1.657,1.002,2133
"z[36,2]",-0.042,1.048,-1.75,1.673,1.003,988
"z[37,2]",0.083,0.838,-1.346,1.424,1.001,2712
"z[38,2]",0.047,0.916,-1.49,1.526,1.001,1463
"z[39,2]",-0.189,0.911,-1.661,1.312,1.002,2169
"z[40,2]",0.051,0.824,-1.294,1.421,1,4134
"z[41,2]",-0.113,0.853,-1.534,1.28,1,4947
"z[42,2]",-0.673,0.869,-2.044,0.807,1.001,2266
"z[43,2]",0.438,0.824,-0.919,1.781,1.001,5700
"z[44,2]",-0.093,0.954,-1.648,1.489,1.001,4965
"z[45,2]",-0.086,0.954,-1.637,1.501,1,8358
"z[46,2]",-0.12,0.851,-1.515,1.305,1.001,1886
"z[47,2]",0.45,0.998,-1.209,2.054,1.003,1043
"z[48,2]",-0.288,0.875,-1.735,1.152,1,6511
"z[49,2]",0.444,0.865,-1.043,1.833,1.003,732
"z[50,2]",-0.008,0.808,-1.34,1.307,1,2974
"z[51,2]",-0.347,0.799,-1.669,0.963,1.001,8375
"z[52,2]",-0.144,0.841,-1.519,1.229,1,8122
"z[53,2]",-0.089,0.793,-1.388,1.189,1,8310
"z[54,2]",-0.476,0.924,-2.001,1.066,1.003,1599
"z[55,2]",-0.315,0.802,-1.632,0.995,1,6520
"z[56,2]",-0.174,0.797,-1.486,1.133,1.001,4868
"z[57,2]",0.408,0.848,-0.975,1.763,1.002,1737
"z[58,2]",-0.083,0.818,-1.444,1.249,1.001,2500
"z[59,2]",0.065,0.781,-1.234,1.341,1,8003
"z[60,2]",-0.308,0.85,-1.702,1.082,1.003,1338
"z[61,2]",-0.07,0.782,-1.334,1.22,1,8356
"z[62,2]",0.522,0.843,-0.896,1.897,1,5351
"z[63,2]",0.158,0.791,-1.144,1.429,1,4939
"z[64,2]",-0.299,0.868,-1.703,1.146,1.003,1045
"z[65,2]",-0.37,0.797,-1.685,0.945,1,7155
"z[66,2]",0.07,0.877,-1.366,1.55,1.003,774
"z[67,2]",-0.122,0.909,-1.59,1.375,1,8976
"z[68,2]",0.106,0.862,-1.32,1.523,1.001,4486
"z[69,2]",-0.308,0.841,-1.667,1.066,1.001,2621
"z[70,2]",1.309,0.945,-0.377,2.759,1.003,1241
"z[71,2]",-0.112,0.805,-1.415,1.212,1,7229
"z[72,2]",0.327,0.934,-1.215,1.817,1.001,1741
"z[73,2]",-0.294,0.835,-1.614,1.092,1,5339
"z[74,2]",1.018,0.886,-0.468,2.425,1,2183
"z[75,2]",0.929,0.903,-0.659,2.307,1.004,928
"z[76,2]",-0.258,0.938,-1.823,1.254,1.001,1544
"z[77,2]",0.236,0.966,-1.334,1.817,1.001,4513
"z[78,2]",0.304,1.033,-1.483,1.98,1.005,539
"z[79,2]",-0.32,0.884,-1.764,1.142,1,7242
"z[80,2]",0.387,0.815,-0.967,1.719,1,6105
"z[81,2]",-0.101,0.876,-1.547,1.332,1.001,1534
"z[82,2]",-0.399,0.962,-1.947,1.25,1.003,511
"z[83,2]",-0.039,0.857,-1.466,1.375,1,7803
"z[84,2]",0.296,0.799,-0.987,1.618,1,4279
"z[85,2]",0.061,0.786,-1.226,1.345,1,7472
"z[86,2]",0.149,0.87,-1.307,1.599,1.001,5929
"z[87,2]",-0.072,0.863,-1.494,1.327,1.002,3239
"z[88,2]",0.833,0.827,-0.57,2.132,1.002,3933
"z[89,2]",-0.207,0.849,-1.621,1.182,1.001,1829
"z[90,2]",0.06,0.859,-1.346,1.468,1,8012
"z[91,2]",-0.047,0.942,-1.568,1.524,1,5191
"z[92,2]",-0.429,0.828,-1.768,0.949,1.001,3521
"z[93,2]",-0.203,0.79,-1.502,1.089,1.001,4752
"z[94,2]",-0.329,0.833,-1.695,1.028,1.001,5855
"z[95,2]",0.022,0.857,-1.406,1.424,1.001,2477
"z[96,2]",-0.204,0.915,-1.696,1.29,1,4072
"z[97,2]",-0.667,0.891,-2.106,0.839,1.001,4417
"z[98,2]",0.389,0.972,-1.238,1.965,1.003,1023
"z[99,2]",-0.25,0.803,-1.589,1.068,1.001,4964
"z[100,2]",0.737,0.895,-0.789,2.162,1.001,1965
"z[101,2]",0.575,0.879,-0.896,1.986,1.003,1682
"z[102,2]",-0.094,0.807,-1.411,1.25,1.001,1935
"z[103,2]",-0.108,0.788,-1.392,1.163,1,7584
"z[104,2]",-0.284,0.879,-1.696,1.19,1,6107
"z[105,2]",0.172,0.794,-1.143,1.475,1.001,8208
"z[106,2]",-0.44,0.774,-1.706,0.819,1.001,4386
"z[107,2]",-0.713,0.848,-2.061,0.711,1.001,3399
"z[108,2]",0.314,0.87,-1.152,1.72,1.002,2366
"z[109,2]",-0.348,0.873,-1.752,1.125,1.002,2385
"z[110,2]",-0.537,0.825,-1.858,0.851,1.003,3360
"z[111,2]",0.017,0.903,-1.444,1.519,1.001,4663
"z[112,2]",-0.399,1.024,-2.068,1.298,1.003,629
"z[113,2]",0.089,0.958,-1.481,1.678,1,8542
"z[114,2]",0.086,0.963,-1.491,1.675,1.001,4783
"z[115,2]",0.17,0.974,-1.439,1.772,1,3384
"z[116,2]",0.445,0.938,-1.08,2.031,1.001,6437
"z[117,2]",-0.134,0.973,-1.724,1.506,1.001,2472
"z[118,2]",-0.081,0.96,-1.653,1.494,1,7997
"z[119,2]",-0.173,0.832,-1.513,1.215,1.001,3057
"z[120,2]",0.377,0.787,-0.928,1.64,1,5816
"z[121,2]",-0.359,0.842,-1.698,1.057,1.003,2004
"z[122,2]",-0.32,0.949,-1.883,1.262,1,7710
"z[123,2]",-0.393,0.815,-1.739,0.957,1,5010
"z[124,2]",-0.219,0.889,-1.685,1.266,1,7113
"z[125,2]",-0.041,1.01,-1.662,1.634,1.001,1906
"z[126,2]",0.529,0.967,-1.096,2.066,1,2507
"z[127,2]",-0.182,0.956,-1.771,1.362,1,7813
"z[128,2]",0.741,0.935,-0.819,2.254,1.001,4557
"z[129,2]",0.574,0.972,-1.023,2.161,1,6455
"z[130,2]",-0.349,0.832,-1.699,1.014,1.002,1860
"z[131,2]",-0.293,0.824,-1.643,1.075,1.002,1944
"z[132,2]",-0.312,0.808,-1.642,1.018,1,6943
"z[133,2]",0.197,0.84,-1.2,1.563,1,7104
"z[134,2]",0.012,0.794,-1.299,1.324,1.001,7753
"z[135,2]",0.202,0.846,-1.204,1.587,1.001,1938
"z[136,2]",0.062,0.829,-1.307,1.433,1,8011
"z[137,2]",-0.29,0.885,-1.753,1.156,1,7452
"z[138,2]",-0.199,0.911,-1.686,1.32,1.001,2556
"z[139,2]",-0.044,0.852,-1.454,1.359,1,5557
"z[140,2]",-0.132,0.844,-1.506,1.277,1,7105
"z[141,2]",-0.228,1.141,-2.069,1.68,1.005,639
"z[142,2]",-1.119,0.998,-2.625,0.696,1,2330
"z[143,2]",-0.102,1.044,-1.801,1.642,1.002,980
"z[144,2]",-0.027,0.987,-1.639,1.606,1.001,1541
"z[145,2]",-1.021,1.169,-2.837,1.044,1.001,1669
"z[146,2]",-0.273,0.969,-1.86,1.325,1.002,3711
